ID,Name,Cuisines,Address,City,Rating,Rating_text,Votes,Price Range,Online Delivery,Table Booking,Average Cost for Two,Photo_urls,Menu_urls
3704,6877,1343,1425,89,22,2,849,1,1,1,66,8516,8516
745,7420,1741,2088,51,23,5,673,2,1,1,79,9046,9046
2683,6599,1080,5381,89,26,5,976,2,0,1,84,8293,8293
2342,7264,45,4343,89,20,2,1000,2,0,0,81,8882,8882
893,7285,205,3246,89,26,5,991,0,0,0,50,8899,8899
6459,4956,1435,4167,90,22,2,640,2,0,0,88,6530,6530
2742,6506,8,5754,89,29,1,894,3,0,1,92,8206,8206
6316,4923,1413,5004,89,24,5,573,1,1,0,66,6485,6485
3575,5957,1617,2836,89,25,5,924,2,0,0,77,7641,7641
5704,2591,1311,6121,89,17,0,868,2,1,0,77,4061,4061
398,5236,1525,3438,89,26,5,988,1,0,0,66,6885,6885
108,5493,1731,2349,90,15,0,277,1,1,0,61,7147,7147
386,551,1439,5077,90,18,2,326,2,1,1,78,1824,1824
115,6212,1392,5775,90,19,2,408,2,0,1,81,7969,7969
3913,6890,1519,1657,90,20,2,222,2,1,1,84,8524,8524
394,526,1519,5182,90,8,0,356,1,1,0,63,2325,2325
6530,800,608,3740,90,22,2,199,2,1,1,81,2119,2119
6441,4976,1104,2095,90,22,2,173,2,0,0,71,6558,6558
6433,6454,187,5371,90,28,1,147,1,0,0,63,8167,8167
838,5455,1203,7190,90,18,2,218,3,0,1,105,7115,7115
7119,7259,1525,6923,90,13,0,203,2,1,1,79,8878,8878
7474,1487,591,4798,90,22,2,173,2,1,1,79,2922,2922
6465,3118,1768,4877,90,22,2,204,1,0,0,61,4675,4675
6398,7330,1816,4878,90,10,0,212,0,0,0,47,8939,8939
630,2112,1378,4424,90,21,2,285,1,1,1,69,3633,3633
2244,827,1453,8558,90,19,2,235,2,0,0,75,2171,2171
703,3914,1078,2584,90,18,2,278,2,1,1,73,5461,5461
2227,6846,1540,5774,90,18,2,247,2,0,1,81,8491,8491
3438,5017,192,3846,90,22,2,250,1,1,0,55,9165,9165
6446,3164,1631,4879,90,20,2,214,1,1,0,68,4720,4720
1557,3923,759,5772,90,25,5,235,0,1,0,54,5468,5468
512,6979,202,5882,90,18,2,413,0,1,0,32,8600,8600
6379,6450,122,4871,90,25,5,316,1,1,0,65,9431,9431
119,3418,1293,5101,90,16,0,434,2,0,1,75,4940,4940
7575,7089,1442,4441,90,17,0,215,2,0,1,81,8714,8714
6750,4680,759,2370,90,28,1,324,0,0,0,36,6272,6272
1781,680,1094,5106,90,17,0,423,2,1,1,75,1961,1961
822,1933,256,6914,90,18,2,422,1,1,0,62,3382,3382
3159,826,1579,1048,90,20,2,331,1,1,0,59,2183,2183
6488,7268,830,8184,90,19,2,324,0,1,0,47,8885,8885
3442,4787,332,5762,90,20,2,302,1,1,1,66,6363,6363
5905,4749,429,5083,90,22,2,320,2,0,1,71,6331,6331
103,7373,498,2120,90,9,0,334,2,1,0,77,8987,8987
1713,5355,1033,1917,90,14,0,369,2,0,1,75,7014,7014
108,5493,1731,2349,90,15,0,277,1,1,0,61,7147,7147
386,551,1439,5077,90,18,2,326,2,1,1,78,1824,1824
115,6212,1392,5775,90,19,2,408,2,0,1,81,7969,7969
3913,6890,1519,1657,90,20,2,222,2,1,1,84,8524,8524
394,526,1519,5182,90,8,0,356,1,1,0,63,2325,2325
6530,800,608,3740,90,22,2,199,2,1,1,81,2119,2119
6441,4976,1104,2095,90,22,2,173,2,0,0,71,6558,6558
7011,4678,986,8004,90,18,2,23,0,0,0,32,6269,6269
2732,3875,498,6633,90,11,0,18,0,0,0,47,5437,5437
3324,7074,1334,5810,90,13,0,26,1,1,0,61,8700,8700
6820,3056,1378,7615,90,14,0,16,1,1,0,59,4614,4614
562,2480,498,4906,90,15,0,27,3,0,1,92,3964,3964
9151,2419,1525,4221,90,0,3,2,1,0,0,55,3898,3898
6412,5066,836,8045,90,9,0,13,0,1,0,54,6682,6682
3179,7311,519,7824,90,14,0,21,0,0,0,43,8919,8919
1561,2939,519,6028,90,10,0,15,0,0,0,32,4511,4511
1151,5608,1311,6068,90,15,0,12,0,0,0,32,7266,7266
9468,4587,830,6389,90,13,0,4,0,0,0,43,6161,6161
4023,2996,830,4899,90,13,0,8,0,0,0,47,4553,4553
5761,2459,1353,4603,90,11,0,8,1,1,0,55,3941,3941
6102,5482,1453,7497,90,14,0,12,0,0,0,54,7128,7128
4021,6164,178,4629,90,11,0,8,0,1,0,43,7924,7924
6909,3776,178,3654,90,0,3,0,0,0,0,32,5355,5355
1153,3911,1311,1521,90,14,0,8,0,0,0,36,5458,5458
1152,3510,1311,1140,90,12,0,5,0,0,0,54,5104,5104
6410,3888,1758,3950,90,13,0,10,0,0,0,27,5448,5448
1135,7077,1311,263,90,12,0,7,0,0,0,50,8703,8703
5809,6699,1311,5050,90,10,0,20,1,0,0,61,8375,8375
9488,3160,1586,3750,90,16,0,10,1,1,0,55,4710,4710
8497,1484,1185,5808,90,18,2,24,0,1,0,36,2919,2919
2732,3875,498,6633,90,11,0,18,0,0,0,47,5437,5437
6820,3056,1378,7615,90,14,0,16,1,1,0,59,4614,4614
1579,5496,1380,1725,90,10,0,26,1,0,0,59,7155,7155
562,2480,498,4906,90,15,0,27,3,0,1,92,3964,3964
9151,2419,1525,4221,90,0,3,2,1,0,0,55,3898,3898
3179,7311,519,7824,90,14,0,21,0,0,0,43,8919,8919
3364,4695,1334,2936,90,9,0,17,1,1,0,55,6281,6281
9361,5164,1707,6533,90,13,0,5,0,0,0,50,6822,6822
9468,4587,830,6389,90,13,0,4,0,0,0,43,6161,6161
4023,2996,830,4899,90,13,0,8,0,0,0,47,4553,4553
6909,3776,178,3654,90,0,3,0,0,0,0,32,5355,5355
4066,177,1311,8023,90,13,0,9,0,0,0,20,1427,1427
8587,3321,1519,4899,90,0,3,3,1,0,0,55,4983,4983
8682,7328,498,5990,90,0,3,0,1,1,0,59,8942,8942
8595,4809,498,4899,90,0,3,3,1,0,0,59,6384,6384
3357,151,984,4899,90,13,0,7,0,0,0,20,1406,1406
1578,3263,1311,8921,90,13,0,7,0,0,0,50,4800,4800
2767,6093,1266,8527,90,0,3,3,0,0,0,27,7778,7778
3733,2739,498,6548,90,0,3,3,0,0,0,43,4302,4302
8692,1334,1334,8129,90,0,3,1,0,0,0,50,2753,2753
8853,6923,1311,6388,90,0,3,1,0,1,0,32,8556,8556
137,673,332,4684,90,13,0,7,1,0,0,62,1952,1952
8071,7037,830,4541,90,0,3,1,0,0,0,36,8657,8657
7881,6980,830,8159,90,0,3,1,0,0,0,32,8601,8601
4196,5191,187,3349,90,0,3,2,0,0,0,43,6836,6836
9109,4935,830,3128,90,0,3,1,0,0,0,32,6495,6495
6406,5361,244,1591,90,0,3,1,0,0,0,32,7018,7018
139,673,332,3160,90,12,0,5,1,0,0,62,1934,1934
8645,1020,6,5711,90,0,3,1,0,0,0,43,2347,2347
7752,5204,1334,8928,90,0,3,0,0,1,0,47,6850,6850
8716,5998,1707,4640,90,0,3,0,0,0,0,32,7685,7685
8694,5637,498,3176,90,0,3,0,0,0,0,43,7292,7292
8076,7037,867,6184,90,0,3,0,0,0,0,43,8659,8659
8642,4086,1519,7687,90,0,3,0,1,0,0,55,5615,5615
5725,2425,1311,4565,90,0,3,0,0,0,0,27,3905,3905
9461,6192,1559,8929,90,0,3,0,0,0,0,32,7948,7948
6680,6251,953,6711,89,0,3,2,1,0,0,61,9435,9435
401,6416,54,5697,89,24,5,987,2,0,0,71,8130,8130
600,5075,1519,1662,89,25,5,931,2,1,1,91,6697,6697
2981,801,410,5543,89,25,5,983,1,0,0,61,2121,2121
2973,108,686,5722,89,24,5,932,2,0,0,79,1591,1591
3225,6193,1205,1165,51,21,2,760,3,0,0,95,7949,7949
601,5075,1519,2088,51,26,5,921,3,1,1,92,6696,6696
449,3128,1276,8681,89,32,1,926,3,0,0,113,4684,4684
6777,1219,1366,1008,89,19,2,703,1,0,0,66,2628,2628
3577,6875,1504,4804,89,22,2,986,2,0,1,84,9499,9499
3704,6877,1343,1425,89,22,2,849,1,1,1,66,8516,8516
745,7420,1741,2088,51,23,5,673,2,1,1,79,9046,9046
2683,6599,1080,5381,89,26,5,976,2,0,1,84,8293,8293
2342,7264,45,4343,89,20,2,1000,2,0,0,81,8882,8882
893,7285,205,3246,89,26,5,991,0,0,0,50,8899,8899
6459,4956,1435,4167,90,22,2,640,2,0,0,88,6530,6530
2742,6506,8,5754,89,29,1,894,3,0,1,92,8206,8206
6316,4923,1413,5004,89,24,5,573,1,1,0,66,6485,6485
3575,5957,1617,2836,89,25,5,924,2,0,0,77,7641,7641
5704,2591,1311,6121,89,17,0,868,2,1,0,77,4061,4061
398,5236,1525,3438,89,26,5,988,1,0,0,66,6885,6885
401,6416,54,5697,89,24,5,987,2,0,0,71,8130,8130
600,5075,1519,1662,89,25,5,931,2,1,1,91,6697,6697
2981,801,410,5543,89,25,5,983,1,0,0,61,2121,2121
2973,108,686,5722,89,24,5,932,2,0,0,79,1591,1591
3225,6193,1205,1165,51,21,2,760,3,0,0,95,7949,7949
601,5075,1519,2088,51,26,5,921,3,1,1,92,6696,6696
449,3128,1276,8681,89,32,1,926,3,0,0,113,4684,4684
6777,1219,1366,1008,89,19,2,703,1,0,0,66,2628,2628
3577,6875,1504,4804,89,22,2,986,2,0,1,84,9499,9499
3704,6877,1343,1425,89,22,2,849,1,1,1,66,8516,8516
745,7420,1741,2088,51,23,5,673,2,1,1,79,9046,9046
2683,6599,1080,5381,89,26,5,976,2,0,1,84,8293,8293
2342,7264,45,4343,89,20,2,1000,2,0,0,81,8882,8882
893,7285,205,3246,89,26,5,991,0,0,0,50,8899,8899
6459,4956,1435,4167,90,22,2,640,2,0,0,88,6530,6530
2742,6506,8,5754,89,29,1,894,3,0,1,92,8206,8206
6316,4923,1413,5004,89,24,5,573,1,1,0,66,6485,6485
3575,5957,1617,2836,89,25,5,924,2,0,0,77,7641,7641
5704,2591,1311,6121,89,17,0,868,2,1,0,77,4061,4061
398,5236,1525,3438,89,26,5,988,1,0,0,66,6885,6885
3200,5630,1334,8319,90,14,0,30,0,1,0,47,7288,7288
6033,3696,1334,7677,90,8,0,17,0,1,0,54,5283,5283
5809,6699,1311,5050,90,10,0,20,1,0,0,61,8375,8375
8497,1484,1185,5808,90,18,2,24,0,1,0,36,2919,2919
3406,4530,843,7604,90,16,0,27,0,0,0,43,6098,6098
2732,3875,498,6633,90,11,0,18,0,0,0,47,5437,5437
3324,7074,1334,5810,90,13,0,26,1,1,0,61,8700,8700
562,2480,498,4906,90,15,0,27,3,0,1,92,3964,3964
9151,2419,1525,4221,90,0,3,2,1,0,0,55,3898,3898
5925,2696,1559,3351,90,13,0,8,0,0,0,43,4218,4218
3179,7311,519,7824,90,14,0,21,0,0,0,43,8919,8919
3364,4695,1334,2936,90,9,0,17,1,1,0,55,6281,6281
9361,5164,1707,6533,90,13,0,5,0,0,0,50,6822,6822
9468,4587,830,6389,90,13,0,4,0,0,0,43,6161,6161
6909,3776,178,3654,90,0,3,0,0,0,0,32,5355,5355
3430,7078,498,3758,90,14,0,5,0,0,0,50,8705,8705
3344,4314,1311,4350,90,12,0,6,0,0,0,20,5863,5863
8924,5199,1311,7722,90,13,0,4,0,0,0,32,6846,6846
3855,6164,187,5808,90,8,0,4,0,1,0,43,7923,7923
5807,2183,1311,4419,90,0,3,3,0,0,0,43,3710,3710
511,1916,1661,4379,90,18,2,85,0,0,0,50,3365,3365
2308,1163,332,760,90,17,0,96,0,0,0,47,2580,2580
6496,6243,1145,4125,90,23,5,76,1,1,0,55,8087,8087
3182,7246,1311,7598,90,3,4,74,1,1,0,55,8862,8862
963,3726,1334,6358,90,16,0,61,2,0,1,86,5312,5312
1567,3697,1334,1261,90,9,0,59,1,0,0,55,5284,5284
9367,3234,836,8276,90,19,2,30,1,1,0,55,4777,4777
9395,6346,1311,8119,90,20,2,31,0,0,0,47,8073,8073
1147,5320,585,4532,90,18,2,57,0,0,0,50,6969,6969
350,1434,1519,1080,90,11,0,58,1,1,0,61,2863,2863
9073,3324,1334,7879,90,20,2,49,0,0,0,32,4992,4992
99,4977,1104,2411,90,6,4,62,1,1,0,66,6578,6578
7286,4198,1311,5274,90,22,2,44,1,1,0,62,5754,5754
4088,3197,1358,3970,90,14,0,47,0,0,0,43,4819,4819
3557,346,1519,1830,90,15,0,36,1,0,0,59,1628,1628
6930,6145,1519,8250,90,12,0,43,1,1,0,55,7906,7906
3707,2935,1311,6538,90,6,4,31,0,1,0,54,4513,4513
9166,1284,1334,4369,90,19,2,19,0,1,0,50,2692,2692
1565,5332,1656,825,90,13,0,37,0,0,0,50,6992,6992
114,5287,1311,1822,90,9,0,32,1,0,0,55,6937,6937
1512,3970,498,5436,90,20,2,636,2,1,1,88,5530,5530
5975,831,255,5045,90,21,2,556,1,1,1,66,2189,2189
100,4091,830,6921,90,22,2,397,1,1,0,55,5655,5655
6444,1120,629,2095,90,24,5,530,2,0,1,81,2542,2542
3666,1021,73,5139,90,20,2,685,1,1,1,68,407,407
314,4939,1519,8669,90,16,0,667,1,1,1,66,6511,6511
6275,7284,311,4438,90,20,2,494,0,1,0,50,8898,8898
6339,4008,155,4439,90,26,5,420,2,1,1,84,5558,5558
6458,3931,1519,4016,90,24,5,322,2,0,1,81,5479,5479
2217,2862,501,644,90,19,2,541,1,1,0,62,4444,4444
5577,4135,1454,3628,90,21,2,411,1,1,0,55,5704,5704
1563,3703,1707,3970,90,21,2,551,0,0,0,43,5289,5289
716,628,577,4773,90,22,2,491,2,1,1,84,1897,1897
2100,3658,638,3601,90,19,2,417,2,0,1,83,5375,5375
808,2618,132,745,90,13,0,539,3,0,1,99,4086,4086
1556,2109,178,5773,90,21,2,396,0,1,0,43,3631,3631
130,1787,589,2123,90,19,2,486,2,1,1,73,3258,3258
892,6640,1519,3515,90,18,2,509,3,0,1,94,8326,8326
6400,1292,298,4799,90,21,2,443,1,1,0,62,2703,2703
288,6123,58,3673,90,21,2,268,1,1,0,55,7867,7867
6550,6819,1477,5279,90,21,2,240,3,0,1,92,8467,8467
8216,3683,1519,5278,90,24,5,111,2,1,1,77,5269,5269
979,1444,69,6916,90,9,0,497,2,0,1,81,2882,2882
6487,4989,1100,2095,90,22,2,363,2,1,1,84,6608,6608
6112,6770,1311,5852,90,19,2,332,2,1,1,84,8430,8430
704,4021,498,2119,90,20,2,493,2,0,1,81,5571,5571
2172,2155,308,7443,90,20,2,462,1,1,0,61,3685,3685
6329,6255,1222,6122,90,19,2,392,1,1,0,59,8001,8001
512,6979,202,5882,90,18,2,413,0,1,0,32,8600,8600
6379,6450,122,4871,90,25,5,316,1,1,0,65,9431,9431
119,3418,1293,5101,90,16,0,434,2,0,1,75,4940,4940
7575,7089,1442,4441,90,17,0,215,2,0,1,81,8714,8714
6750,4680,759,2370,90,28,1,324,0,0,0,36,6272,6272
1781,680,1094,5106,90,17,0,423,2,1,1,75,1961,1961
822,1933,256,6914,90,18,2,422,1,1,0,62,3382,3382
3159,826,1579,1048,90,20,2,331,1,1,0,59,2183,2183
6488,7268,830,8184,90,19,2,324,0,1,0,47,8885,8885
3442,4787,332,5762,90,20,2,302,1,1,1,66,6363,6363
5905,4749,429,5083,90,22,2,320,2,0,1,71,6331,6331
103,7373,498,2120,90,9,0,334,2,1,0,77,8987,8987
288,6123,58,3673,90,21,2,268,1,1,0,55,7867,7867
979,1444,69,6916,90,9,0,497,2,0,1,81,2882,2882
704,4021,498,2119,90,20,2,493,2,0,1,81,5571,5571
512,6979,202,5882,90,18,2,413,0,1,0,32,8600,8600
119,3418,1293,5101,90,16,0,434,2,0,1,75,4940,4940
1781,680,1094,5106,90,17,0,423,2,1,1,75,1961,1961
822,1933,256,6914,90,18,2,422,1,1,0,62,3382,3382
813,3062,424,1145,90,20,2,423,1,1,0,59,4631,4631
3159,826,1579,1048,90,20,2,331,1,1,0,59,2183,2183
6488,7268,830,8184,90,19,2,324,0,1,0,47,8885,8885
3442,4787,332,5762,90,20,2,302,1,1,1,66,6363,6363
5905,4749,429,5083,90,22,2,320,2,0,1,71,6331,6331
103,7373,498,2120,90,9,0,334,2,1,0,77,8987,8987
1713,5355,1033,1917,90,14,0,369,2,0,1,75,7014,7014
386,551,1439,5077,90,18,2,326,2,1,1,78,1824,1824
115,6212,1392,5775,90,19,2,408,2,0,1,81,7969,7969
394,526,1519,5182,90,8,0,356,1,1,0,63,2325,2325
7119,7259,1525,6923,90,13,0,203,2,1,1,79,8878,8878
668,6787,1334,1920,90,23,5,391,2,0,1,75,8445,8445
630,2112,1378,4424,90,21,2,285,1,1,1,69,3633,3633
3157,5066,836,5057,90,4,4,74,0,1,0,54,6681,6681
3181,3509,1595,5048,90,15,0,76,0,0,0,50,5111,5111
8404,1977,1399,7732,90,22,2,40,1,1,0,55,3435,3435
6257,6699,1519,8493,90,15,0,47,0,1,0,47,8374,8374
6952,1131,401,7681,90,20,2,68,0,1,0,47,2553,2553
1567,3697,1334,1261,90,9,0,59,1,0,0,55,5284,5284
9395,6346,1311,8119,90,20,2,31,0,0,0,47,8073,8073
1325,1452,1525,3997,90,17,0,69,1,1,0,62,2892,2892
350,1434,1519,1080,90,11,0,58,1,1,0,61,2863,2863
9073,3324,1334,7879,90,20,2,49,0,0,0,32,4992,4992
99,4977,1104,2411,90,6,4,62,1,1,0,66,6578,6578
6767,2735,1378,7943,90,19,2,47,0,1,0,50,4297,4297
7286,4198,1311,5274,90,22,2,44,1,1,0,62,5754,5754
4088,3197,1358,3970,90,14,0,47,0,0,0,43,4819,4819
6967,5405,1334,7733,90,15,0,49,0,1,0,47,7067,7067
9090,2354,953,7646,90,20,2,26,1,1,1,66,3840,3840
669,2983,498,6497,90,15,0,46,0,0,0,43,4572,4572
112,5522,1525,4365,90,9,0,44,1,0,0,61,7176,7176
6930,6145,1519,8250,90,12,0,43,1,1,0,55,7906,7906
3462,7006,187,7499,90,17,0,37,0,0,0,43,8626,8626
3557,346,1519,1830,90,15,0,36,1,0,0,59,1628,1628
112,5522,1525,4365,90,9,0,44,1,0,0,61,7176,7176
6930,6145,1519,8250,90,12,0,43,1,1,0,55,7906,7906
6783,4633,1758,4889,90,15,0,15,0,0,0,54,6218,6218
7039,3491,231,7582,90,18,2,34,0,0,0,50,5056,5056
6501,4351,830,6077,90,6,4,27,0,1,0,50,5923,5923
1565,5332,1656,825,90,13,0,37,0,0,0,50,6992,6992
1130,7408,1295,228,90,10,0,33,1,0,0,61,9036,9036
114,5287,1311,1822,90,9,0,32,1,0,0,55,6937,6937
8591,5862,252,443,90,17,0,29,0,1,0,50,7550,7550
7379,4962,974,4828,90,19,2,20,1,1,0,61,6537,6537
7947,846,247,4890,90,18,2,18,2,0,0,71,2207,2207
7049,5392,830,486,90,17,0,22,0,0,0,50,7055,7055
8497,1484,1185,5808,90,18,2,24,0,1,0,36,2919,2919
8439,1164,716,6077,90,13,0,18,1,1,0,61,2581,2581
3096,4569,1334,7800,90,8,0,24,1,0,0,61,6141,6141
7175,3325,55,8430,90,8,0,15,1,1,0,55,5076,5076
7804,3923,759,4864,90,15,0,13,0,1,0,54,5469,5469
8485,5944,856,2408,90,17,0,23,1,0,0,55,7625,7625
7800,4576,498,4864,90,13,0,10,1,0,0,63,6148,6148
401,6416,54,5697,89,24,5,987,2,0,0,71,8130,8130
600,5075,1519,1662,89,25,5,931,2,1,1,91,6697,6697
2981,801,410,5543,89,25,5,983,1,0,0,61,2121,2121
2973,108,686,5722,89,24,5,932,2,0,0,79,1591,1591
3225,6193,1205,1165,51,21,2,760,3,0,0,95,7949,7949
601,5075,1519,2088,51,26,5,921,3,1,1,92,6696,6696
449,3128,1276,8681,89,32,1,926,3,0,0,113,4684,4684
6777,1219,1366,1008,89,19,2,703,1,0,0,66,2628,2628
3577,6875,1504,4804,89,22,2,986,2,0,1,84,9499,9499
3704,6877,1343,1425,89,22,2,849,1,1,1,66,8516,8516
745,7420,1741,2088,51,23,5,673,2,1,1,79,9046,9046
2683,6599,1080,5381,89,26,5,976,2,0,1,84,8293,8293
2342,7264,45,4343,89,20,2,1000,2,0,0,81,8882,8882
893,7285,205,3246,89,26,5,991,0,0,0,50,8899,8899
6459,4956,1435,4167,90,22,2,640,2,0,0,88,6530,6530
2742,6506,8,5754,89,29,1,894,3,0,1,92,8206,8206
6316,4923,1413,5004,89,24,5,573,1,1,0,66,6485,6485
3575,5957,1617,2836,89,25,5,924,2,0,0,77,7641,7641
5704,2591,1311,6121,89,17,0,868,2,1,0,77,4061,4061
398,5236,1525,3438,89,26,5,988,1,0,0,66,6885,6885
2702,1415,1311,6295,90,12,0,11,0,0,0,27,2835,2835
533,523,1141,179,90,13,0,10,0,0,0,32,2241,2241
8492,7168,1311,8123,90,0,3,3,0,0,0,36,8789,8789
6294,5320,1386,3615,90,10,0,9,0,0,0,47,6970,6970
8997,4198,1311,7521,90,14,0,6,1,1,0,62,5755,5755
7854,1253,187,8547,90,14,0,8,0,0,0,50,2664,2664
4009,6298,1525,6273,90,9,0,9,1,1,0,55,8034,8034
7921,7402,1146,3626,90,13,0,5,0,0,0,43,9022,9022
6635,3360,1519,7517,90,12,0,6,1,1,0,66,4874,4874
9387,65,1334,3590,90,0,3,2,0,0,0,43,1331,1331
3358,151,984,4883,90,0,3,3,0,0,0,20,1407,1407
7544,2339,870,205,90,0,3,1,1,1,0,61,3832,3832
7503,1973,1311,4589,90,0,3,2,0,0,0,43,3429,3429
7103,580,187,6314,90,0,3,0,0,0,0,43,1847,1847
8760,6452,456,2373,90,0,3,2,1,1,0,59,8164,8164
3733,2739,498,6548,90,0,3,3,0,0,0,43,4302,4302
8692,1334,1334,8129,90,0,3,1,0,0,0,50,2753,2753
3611,4978,880,8065,90,0,3,1,1,0,0,59,6595,6595
8657,6602,1311,8335,90,0,3,1,0,0,0,27,8296,8296
8712,3143,498,3530,90,0,3,0,0,0,0,10,4698,4698
8174,1147,187,3818,90,0,3,0,0,0,0,43,2568,2568
8341,2103,987,3858,90,0,3,0,0,0,0,43,3543,3543
8798,4408,830,6093,90,0,3,0,0,0,0,20,5981,5981
5673,1815,674,8330,90,21,2,200,1,1,0,55,3278,3278
354,5919,1101,2801,90,6,4,230,1,1,0,63,7602,7602
1650,4206,1391,5036,90,15,0,193,1,1,0,62,5763,5763
6372,2051,971,5508,90,20,2,142,1,1,0,61,3497,3497
5780,2824,498,5500,90,18,2,123,1,1,0,61,4385,4385
6366,5666,1525,6472,90,18,2,61,1,1,0,55,7328,7328
6476,4200,546,5531,90,19,2,49,1,1,0,59,5757,5757
6317,700,1311,7942,90,15,0,65,1,0,0,66,2007,2007
7638,2665,1529,5261,90,19,2,33,1,0,0,61,4175,4175
6678,7330,498,2099,90,9,0,32,0,0,0,47,8941,8941
8611,854,1326,5531,90,19,2,19,1,1,0,55,2222,2222
6783,4633,1758,4889,90,15,0,15,0,0,0,54,6218,6218
4199,5577,1334,6661,90,14,0,29,1,1,0,62,7226,7226
7049,5392,830,486,90,17,0,22,0,0,0,50,7055,7055
3236,121,227,7513,90,10,0,27,1,0,0,62,1366,1366
3602,3749,1532,5856,90,12,0,25,1,0,0,61,5336,5336
5925,2696,1559,3351,90,13,0,8,0,0,0,43,4218,4218
401,6416,54,5697,89,24,5,987,2,0,0,71,8130,8130
600,5075,1519,1662,89,25,5,931,2,1,1,91,6697,6697
2981,801,410,5543,89,25,5,983,1,0,0,61,2121,2121
2973,108,686,5722,89,24,5,932,2,0,0,79,1591,1591
3225,6193,1205,1165,51,21,2,760,3,0,0,95,7949,7949
601,5075,1519,2088,51,26,5,921,3,1,1,92,6696,6696
449,3128,1276,8681,89,32,1,926,3,0,0,113,4684,4684
6777,1219,1366,1008,89,19,2,703,1,0,0,66,2628,2628
3577,6875,1504,4804,89,22,2,986,2,0,1,84,9499,9499
3704,6877,1343,1425,89,22,2,849,1,1,1,66,8516,8516
745,7420,1741,2088,51,23,5,673,2,1,1,79,9046,9046
2683,6599,1080,5381,89,26,5,976,2,0,1,84,8293,8293
2342,7264,45,4343,89,20,2,1000,2,0,0,81,8882,8882
893,7285,205,3246,89,26,5,991,0,0,0,50,8899,8899
6459,4956,1435,4167,90,22,2,640,2,0,0,88,6530,6530
2742,6506,8,5754,89,29,1,894,3,0,1,92,8206,8206
6316,4923,1413,5004,89,24,5,573,1,1,0,66,6485,6485
3575,5957,1617,2836,89,25,5,924,2,0,0,77,7641,7641
5704,2591,1311,6121,89,17,0,868,2,1,0,77,4061,4061
398,5236,1525,3438,89,26,5,988,1,0,0,66,6885,6885
401,6416,54,5697,89,24,5,987,2,0,0,71,8130,8130
600,5075,1519,1662,89,25,5,931,2,1,1,91,6697,6697
2981,801,410,5543,89,25,5,983,1,0,0,61,2121,2121
2973,108,686,5722,89,24,5,932,2,0,0,79,1591,1591
3225,6193,1205,1165,51,21,2,760,3,0,0,95,7949,7949
601,5075,1519,2088,51,26,5,921,3,1,1,92,6696,6696
449,3128,1276,8681,89,32,1,926,3,0,0,113,4684,4684
6777,1219,1366,1008,89,19,2,703,1,0,0,66,2628,2628
3577,6875,1504,4804,89,22,2,986,2,0,1,84,9499,9499
3704,6877,1343,1425,89,22,2,849,1,1,1,66,8516,8516
745,7420,1741,2088,51,23,5,673,2,1,1,79,9046,9046
2683,6599,1080,5381,89,26,5,976,2,0,1,84,8293,8293
2342,7264,45,4343,89,20,2,1000,2,0,0,81,8882,8882
893,7285,205,3246,89,26,5,991,0,0,0,50,8899,8899
6459,4956,1435,4167,90,22,2,640,2,0,0,88,6530,6530
2742,6506,8,5754,89,29,1,894,3,0,1,92,8206,8206
6316,4923,1413,5004,89,24,5,573,1,1,0,66,6485,6485
3575,5957,1617,2836,89,25,5,924,2,0,0,77,7641,7641
5704,2591,1311,6121,89,17,0,868,2,1,0,77,4061,4061
398,5236,1525,3438,89,26,5,988,1,0,0,66,6885,6885
7808,6615,596,8308,90,21,2,40,1,1,0,62,8305,8305
1635,2108,1631,5356,90,7,4,70,1,0,0,63,3566,3566
9395,6346,1311,8119,90,20,2,31,0,0,0,47,8073,8073
1325,1452,1525,3997,90,17,0,69,1,1,0,62,2892,2892
350,1434,1519,1080,90,11,0,58,1,1,0,61,2863,2863
7286,4198,1311,5274,90,22,2,44,1,1,0,62,5754,5754
4088,3197,1358,3970,90,14,0,47,0,0,0,43,4819,4819
8016,5937,1353,7007,90,20,2,47,1,1,0,61,7618,7618
669,2983,498,6497,90,15,0,46,0,0,0,43,4572,4572
7521,1160,1353,6516,90,12,0,52,1,0,0,55,2578,2578
6930,6145,1519,8250,90,12,0,43,1,1,0,55,7906,7906
3462,7006,187,7499,90,17,0,37,0,0,0,43,8626,8626
8659,1700,1311,3173,90,15,0,11,1,0,0,66,3164,3164
7821,4996,1334,3254,90,17,0,18,1,1,0,61,6616,6616
7720,3074,713,8316,90,18,2,29,0,1,0,50,4634,4634
8544,1031,311,7566,90,15,0,13,1,1,0,55,2359,2359
2821,673,332,3967,90,13,0,26,1,0,0,62,1937,1937
3096,4569,1334,7800,90,8,0,24,1,0,0,61,6141,6141
1562,2748,830,3487,90,15,0,20,0,0,0,32,4312,4312
3701,3610,830,7896,90,8,0,19,0,1,0,32,5206,5206
8031,7031,984,5461,90,17,0,11,0,0,0,36,8645,8645
1555,683,984,5462,90,18,2,41,0,0,0,43,1962,1962
8544,1031,311,7566,90,15,0,13,1,1,0,55,2359,2359
2821,673,332,3967,90,13,0,26,1,0,0,62,1937,1937
478,2613,775,8668,90,14,0,32,0,0,0,36,4084,4084
5581,2103,987,8450,90,13,0,8,0,0,0,43,3548,3548
7134,3491,231,7442,90,14,0,7,0,0,0,50,5057,5057
2648,1104,332,1694,90,10,0,18,0,0,0,54,2454,2454
