Cuisines,City,Rating_text,Price Range,Online Delivery,Table Booking,Average Cost for Two,cluster
1555,44,3,2.0,0,1,700.0,0
332,44,3,1.0,0,0,300.0,0
1248,44,3,1.0,0,0,250.0,0
1525,44,3,1.0,0,0,400.0,0
1519,44,0,2.0,1,0,700.0,0
178,44,2,1.0,0,0,200.0,0
843,44,0,2.0,0,0,700.0,0
332,44,3,1.0,0,0,300.0,0
1707,44,3,1.0,0,0,250.0,0
202,44,2,1.0,0,0,400.0,0
953,89,3,2.0,0,0,600.0,0
1501,89,2,3.0,0,1,1500.0,0
386,89,1,2.0,0,0,600.0,0
1089,89,5,3.0,1,1,1800.0,0
332,89,2,2.0,0,0,500.0,0
734,51,5,4.0,0,1,3200.0,0
457,89,5,2.0,0,0,900.0,0
818,89,5,4.0,1,1,2600.0,0
1563,89,1,3.0,0,0,1200.0,0
1779,89,2,2.0,0,0,700.0,0
730,89,5,3.0,0,1,1800.0,0
744,89,5,3.0,0,0,1400.0,0
1416,89,2,3.0,0,1,1200.0,0
1362,51,5,3.0,0,0,1800.0,0
125,89,1,4.0,0,0,2000.0,0
1293,89,5,2.0,0,0,800.0,0
628,51,5,3.0,1,1,1500.0,0
1519,89,5,3.0,1,0,1500.0,0
1311,89,5,3.0,1,1,1600.0,0
1048,89,5,3.0,1,1,1400.0,0
1276,89,1,4.0,0,0,5000.0,0
1501,89,2,3.0,0,1,1500.0,0
386,89,1,2.0,0,0,600.0,0
1089,89,5,3.0,1,1,1800.0,0
332,89,2,2.0,0,0,500.0,0
734,51,5,4.0,0,1,3200.0,0
457,89,5,2.0,0,0,900.0,0
818,89,5,4.0,1,1,2600.0,0
1563,89,1,3.0,0,0,1200.0,0
1779,89,2,2.0,0,0,700.0,0
730,89,5,3.0,0,1,1800.0,0
744,89,5,3.0,0,0,1400.0,0
1416,89,2,3.0,0,1,1200.0,0
1362,51,5,3.0,0,0,1800.0,0
125,89,1,4.0,0,0,2000.0,0
1293,89,5,2.0,0,0,800.0,0
628,51,5,3.0,1,1,1500.0,0
1519,89,5,3.0,1,0,1500.0,0
1311,89,5,3.0,1,1,1600.0,0
1048,89,5,3.0,1,1,1400.0,0
1276,89,1,4.0,0,0,5000.0,0
1501,89,2,3.0,0,1,1500.0,0
386,89,1,2.0,0,0,600.0,0
1089,89,5,3.0,1,1,1800.0,0
332,89,2,2.0,0,0,500.0,0
734,51,5,4.0,0,1,3200.0,0
457,89,5,2.0,0,0,900.0,0
818,89,5,4.0,1,1,2600.0,0
1563,89,1,3.0,0,0,1200.0,0
1779,89,2,2.0,0,0,700.0,0
730,89,5,3.0,0,1,1800.0,0
744,89,5,3.0,0,0,1400.0,0
1416,89,2,3.0,0,1,1200.0,0
1362,51,5,3.0,0,0,1800.0,0
125,89,1,4.0,0,0,2000.0,0
1293,89,5,2.0,0,0,800.0,0
628,51,5,3.0,1,1,1500.0,0
1519,89,5,3.0,1,0,1500.0,0
1311,89,5,3.0,1,1,1600.0,0
1048,89,5,3.0,1,1,1400.0,0
1276,89,1,4.0,0,0,5000.0,0
332,44,3,2.0,0,0,600.0,0
830,44,0,1.0,0,0,100.0,0
1661,44,0,1.0,0,0,350.0,0
498,44,0,1.0,0,0,350.0,0
843,44,0,1.0,0,0,200.0,0
187,44,3,1.0,0,0,200.0,0
1239,44,3,1.0,0,0,100.0,0
1339,44,3,3.0,0,1,1500.0,0
1033,44,3,1.0,0,0,350.0,0
1311,44,3,2.0,0,0,500.0,0
1770,44,3,1.0,0,0,200.0,0
1311,44,3,1.0,0,0,300.0,0
1311,44,3,1.0,0,0,400.0,0
759,44,3,1.0,0,0,300.0,0
953,89,3,2.0,0,0,600.0,0
1339,44,3,3.0,0,1,1500.0,0
1033,44,3,1.0,0,0,350.0,0
1311,44,3,2.0,0,0,500.0,0
1311,44,3,1.0,0,0,300.0,0
759,44,3,1.0,0,0,300.0,0
449,44,0,2.0,1,0,650.0,0
519,44,3,1.0,0,0,300.0,0
1239,44,3,1.0,0,0,100.0,0
953,89,3,2.0,0,0,600.0,0
1565,44,3,1.0,0,0,400.0,0
202,44,3,1.0,0,0,200.0,0
1266,44,3,1.0,0,0,100.0,0
244,44,3,1.0,0,0,200.0,0
1334,44,3,1.0,0,0,300.0,0
1334,44,3,2.0,0,0,500.0,0
498,44,3,1.0,0,0,350.0,0
1519,44,3,1.0,0,0,400.0,0
1266,44,3,1.0,0,0,100.0,0
519,44,3,1.0,0,0,300.0,0
589,44,2,3.0,1,0,1100.0,0
1311,44,5,3.0,0,0,1600.0,0
498,44,5,3.0,1,0,1300.0,0
1584,44,0,2.0,0,0,700.0,0
395,44,2,2.0,1,0,900.0,0
308,44,2,2.0,1,0,600.0,0
1411,44,0,3.0,0,1,1900.0,0
1519,44,0,2.0,1,0,600.0,0
55,44,4,2.0,1,0,500.0,0
839,44,0,2.0,0,0,500.0,0
1263,44,3,1.0,0,0,100.0,0
178,44,3,1.0,0,0,200.0,0
550,44,3,2.0,0,0,600.0,0
1378,44,3,1.0,0,0,400.0,0
1334,44,3,2.0,0,0,600.0,0
1386,44,0,2.0,0,0,550.0,0
1196,44,3,2.0,0,0,500.0,0
1519,44,3,2.0,0,0,500.0,0
953,89,3,2.0,0,0,600.0,0
830,44,3,1.0,0,0,300.0,0
1631,44,0,2.0,0,0,700.0,0
1519,44,0,2.0,0,0,500.0,0
1311,44,3,1.0,0,0,100.0,0
1067,44,0,2.0,0,0,550.0,0
1525,44,0,2.0,0,0,500.0,0
1661,44,0,1.0,0,0,350.0,0
830,44,3,1.0,0,0,100.0,0
1311,44,3,2.0,0,0,550.0,0
1564,44,3,1.0,0,0,350.0,0
830,44,3,1.0,0,0,200.0,0
1093,44,3,1.0,0,0,400.0,0
1263,44,3,1.0,0,0,100.0,0
178,44,3,1.0,0,0,200.0,0
550,44,3,2.0,0,0,600.0,0
1378,44,3,1.0,0,0,400.0,0
853,44,0,2.0,0,0,950.0,0
1196,44,3,2.0,0,0,500.0,0
1519,44,3,2.0,0,0,500.0,0
953,89,3,2.0,0,0,600.0,0
830,44,3,1.0,0,0,300.0,0
1525,44,0,2.0,0,0,500.0,0
1311,44,3,2.0,0,0,550.0,0
1656,44,3,1.0,0,0,300.0,0
1334,44,3,1.0,0,0,300.0,0
1093,44,3,1.0,0,0,400.0,0
1334,44,3,2.0,0,0,600.0,0
853,44,0,2.0,0,0,950.0,0
1196,44,3,2.0,0,0,500.0,0
1519,44,3,2.0,0,0,500.0,0
953,89,3,2.0,0,0,600.0,0
830,44,3,1.0,0,0,300.0,0
1501,89,2,3.0,0,1,1500.0,0
386,89,1,2.0,0,0,600.0,0
1089,89,5,3.0,1,1,1800.0,0
332,89,2,2.0,0,0,500.0,0
734,51,5,4.0,0,1,3200.0,0
457,89,5,2.0,0,0,900.0,0
818,89,5,4.0,1,1,2600.0,0
1563,89,1,3.0,0,0,1200.0,0
1779,89,2,2.0,0,0,700.0,0
730,89,5,3.0,0,1,1800.0,0
744,89,5,3.0,0,0,1400.0,0
1416,89,2,3.0,0,1,1200.0,0
1362,51,5,3.0,0,0,1800.0,0
125,89,1,4.0,0,0,2000.0,0
1293,89,5,2.0,0,0,800.0,0
628,51,5,3.0,1,1,1500.0,0
1519,89,5,3.0,1,0,1500.0,0
1311,89,5,3.0,1,1,1600.0,0
1048,89,5,3.0,1,1,1400.0,0
1276,89,1,4.0,0,0,5000.0,0
1787,44,0,1.0,0,0,350.0,0
1363,44,0,2.0,1,0,700.0,0
178,44,0,3.0,0,0,1000.0,0
1758,44,0,1.0,0,0,100.0,0
1311,44,3,1.0,0,0,300.0,0
1266,44,0,1.0,0,0,200.0,0
1770,44,3,1.0,0,0,100.0,0
989,44,3,1.0,0,0,400.0,0
1311,44,3,1.0,0,0,200.0,0
115,44,3,2.0,0,0,500.0,0
202,44,2,1.0,0,0,400.0,0
953,89,3,2.0,0,0,600.0,0
1501,89,2,3.0,0,1,1500.0,0
386,89,1,2.0,0,0,600.0,0
1089,89,5,3.0,1,1,1800.0,0
332,89,2,2.0,0,0,500.0,0
734,51,5,4.0,0,1,3200.0,0
457,89,5,2.0,0,0,900.0,0
818,89,5,4.0,1,1,2600.0,0
1563,89,1,3.0,0,0,1200.0,0
1779,89,2,2.0,0,0,700.0,0
730,89,5,3.0,0,1,1800.0,0
744,89,5,3.0,0,0,1400.0,0
1416,89,2,3.0,0,1,1200.0,0
1362,51,5,3.0,0,0,1800.0,0
125,89,1,4.0,0,0,2000.0,0
1293,89,5,2.0,0,0,800.0,0
628,51,5,3.0,1,1,1500.0,0
1519,89,5,3.0,1,0,1500.0,0
1311,89,5,3.0,1,1,1600.0,0
1048,89,5,3.0,1,1,1400.0,0
1276,89,1,4.0,0,0,5000.0,0
1501,89,2,3.0,0,1,1500.0,0
386,89,1,2.0,0,0,600.0,0
1089,89,5,3.0,1,1,1800.0,0
332,89,2,2.0,0,0,500.0,0
734,51,5,4.0,0,1,3200.0,0
457,89,5,2.0,0,0,900.0,0
818,89,5,4.0,1,1,2600.0,0
1563,89,1,3.0,0,0,1200.0,0
1779,89,2,2.0,0,0,700.0,0
730,89,5,3.0,0,1,1800.0,0
744,89,5,3.0,0,0,1400.0,0
1416,89,2,3.0,0,1,1200.0,0
1362,51,5,3.0,0,0,1800.0,0
125,89,1,4.0,0,0,2000.0,0
1293,89,5,2.0,0,0,800.0,0
628,51,5,3.0,1,1,1500.0,0
1519,89,5,3.0,1,0,1500.0,0
1311,89,5,3.0,1,1,1600.0,0
1048,89,5,3.0,1,1,1400.0,0
1276,89,1,4.0,0,0,5000.0,0
1311,52,1,4.0,0,0,1500.0,0
1275,127,5,3.0,0,0,30.0,0
23,27,5,1.0,0,0,10.0,0
1074,53,2,1.0,0,0,7.0,0
1216,45,2,1.0,0,0,10.0,0
1198,17,1,3.0,0,0,1200.0,0
220,80,2,3.0,0,0,30.0,0
1276,107,5,3.0,0,0,1500.0,0
270,79,4,1.0,0,0,10.0,0
370,13,5,3.0,0,0,150000.0,1
273,69,2,2.0,0,0,20.0,0
620,133,2,2.0,0,0,20.0,0
281,54,5,2.0,0,0,20.0,0
223,7,2,2.0,0,0,20.0,0
724,52,5,2.0,0,0,700.0,0
1419,50,5,4.0,0,0,1400.0,0
328,139,0,2.0,0,0,25.0,0
344,47,2,2.0,0,0,20.0,0
332,72,2,2.0,0,0,20.0,0
1100,83,2,2.0,0,0,25.0,0
1311,52,1,4.0,0,0,1500.0,0
1275,127,5,3.0,0,0,30.0,0
23,27,5,1.0,0,0,10.0,0
1074,53,2,1.0,0,0,7.0,0
1216,45,2,1.0,0,0,10.0,0
1198,17,1,3.0,0,0,1200.0,0
220,80,2,3.0,0,0,30.0,0
1276,107,5,3.0,0,0,1500.0,0
270,79,4,1.0,0,0,10.0,0
370,13,5,3.0,0,0,150000.0,1
273,69,2,2.0,0,0,20.0,0
620,133,2,2.0,0,0,20.0,0
281,54,5,2.0,0,0,20.0,0
223,7,2,2.0,0,0,20.0,0
724,52,5,2.0,0,0,700.0,0
1419,50,5,4.0,0,0,1400.0,0
328,139,0,2.0,0,0,25.0,0
344,47,2,2.0,0,0,20.0,0
332,72,2,2.0,0,0,20.0,0
1100,83,2,2.0,0,0,25.0,0
1311,52,1,4.0,0,0,1500.0,0
1275,127,5,3.0,0,0,30.0,0
23,27,5,1.0,0,0,10.0,0
1074,53,2,1.0,0,0,7.0,0
1216,45,2,1.0,0,0,10.0,0
1198,17,1,3.0,0,0,1200.0,0
220,80,2,3.0,0,0,30.0,0
1276,107,5,3.0,0,0,1500.0,0
270,79,4,1.0,0,0,10.0,0
370,13,5,3.0,0,0,150000.0,1
273,69,2,2.0,0,0,20.0,0
620,133,2,2.0,0,0,20.0,0
281,54,5,2.0,0,0,20.0,0
223,7,2,2.0,0,0,20.0,0
724,52,5,2.0,0,0,700.0,0
1419,50,5,4.0,0,0,1400.0,0
328,139,0,2.0,0,0,25.0,0
344,47,2,2.0,0,0,20.0,0
332,72,2,2.0,0,0,20.0,0
1100,83,2,2.0,0,0,25.0,0
1311,52,1,4.0,0,0,1500.0,0
1275,127,5,3.0,0,0,30.0,0
23,27,5,1.0,0,0,10.0,0
1074,53,2,1.0,0,0,7.0,0
1216,45,2,1.0,0,0,10.0,0
1198,17,1,3.0,0,0,1200.0,0
220,80,2,3.0,0,0,30.0,0
1276,107,5,3.0,0,0,1500.0,0
270,79,4,1.0,0,0,10.0,0
370,13,5,3.0,0,0,150000.0,1
273,69,2,2.0,0,0,20.0,0
620,133,2,2.0,0,0,20.0,0
281,54,5,2.0,0,0,20.0,0
223,7,2,2.0,0,0,20.0,0
724,52,5,2.0,0,0,700.0,0
1419,50,5,4.0,0,0,1400.0,0
328,139,0,2.0,0,0,25.0,0
344,47,2,2.0,0,0,20.0,0
332,72,2,2.0,0,0,20.0,0
1100,83,2,2.0,0,0,25.0,0
1311,52,1,4.0,0,0,1500.0,0
1275,127,5,3.0,0,0,30.0,0
23,27,5,1.0,0,0,10.0,0
1074,53,2,1.0,0,0,7.0,0
1216,45,2,1.0,0,0,10.0,0
1198,17,1,3.0,0,0,1200.0,0
220,80,2,3.0,0,0,30.0,0
1276,107,5,3.0,0,0,1500.0,0
270,79,4,1.0,0,0,10.0,0
370,13,5,3.0,0,0,150000.0,1
273,69,2,2.0,0,0,20.0,0
620,133,2,2.0,0,0,20.0,0
281,54,5,2.0,0,0,20.0,0
223,7,2,2.0,0,0,20.0,0
724,52,5,2.0,0,0,700.0,0
1419,50,5,4.0,0,0,1400.0,0
328,139,0,2.0,0,0,25.0,0
344,47,2,2.0,0,0,20.0,0
332,72,2,2.0,0,0,20.0,0
1100,83,2,2.0,0,0,25.0,0
1311,52,1,4.0,0,0,1500.0,0
1275,127,5,3.0,0,0,30.0,0
23,27,5,1.0,0,0,10.0,0
1074,53,2,1.0,0,0,7.0,0
1216,45,2,1.0,0,0,10.0,0
1198,17,1,3.0,0,0,1200.0,0
220,80,2,3.0,0,0,30.0,0
1276,107,5,3.0,0,0,1500.0,0
270,79,4,1.0,0,0,10.0,0
370,13,5,3.0,0,0,150000.0,1
273,69,2,2.0,0,0,20.0,0
620,133,2,2.0,0,0,20.0,0
281,54,5,2.0,0,0,20.0,0
223,7,2,2.0,0,0,20.0,0
724,52,5,2.0,0,0,700.0,0
1419,50,5,4.0,0,0,1400.0,0
328,139,0,2.0,0,0,25.0,0
344,47,2,2.0,0,0,20.0,0
332,72,2,2.0,0,0,20.0,0
1100,83,2,2.0,0,0,25.0,0
1311,52,1,4.0,0,0,1500.0,0
1275,127,5,3.0,0,0,30.0,0
23,27,5,1.0,0,0,10.0,0
1074,53,2,1.0,0,0,7.0,0
1216,45,2,1.0,0,0,10.0,0
1198,17,1,3.0,0,0,1200.0,0
220,80,2,3.0,0,0,30.0,0
1276,107,5,3.0,0,0,1500.0,0
270,79,4,1.0,0,0,10.0,0
370,13,5,3.0,0,0,150000.0,1
273,69,2,2.0,0,0,20.0,0
620,133,2,2.0,0,0,20.0,0
281,54,5,2.0,0,0,20.0,0
223,7,2,2.0,0,0,20.0,0
724,52,5,2.0,0,0,700.0,0
1419,50,5,4.0,0,0,1400.0,0
328,139,0,2.0,0,0,25.0,0
344,47,2,2.0,0,0,20.0,0
332,72,2,2.0,0,0,20.0,0
1100,83,2,2.0,0,0,25.0,0
1299,89,2,3.0,1,1,1300.0,0
498,89,0,3.0,1,1,1000.0,0
1115,89,2,3.0,0,1,1500.0,0
332,89,2,2.0,1,0,600.0,0
771,89,5,1.0,0,0,350.0,0
332,89,5,2.0,1,0,700.0,0
1485,89,2,2.0,1,0,900.0,0
332,89,2,2.0,1,0,800.0,0
332,89,2,2.0,0,0,600.0,0
1482,89,2,3.0,1,1,1000.0,0
830,89,0,1.0,1,0,400.0,0
332,89,2,2.0,1,0,700.0,0
1311,89,2,1.0,1,0,450.0,0
1827,89,5,3.0,0,0,1000.0,0
1117,89,5,3.0,1,0,1500.0,0
1519,89,5,2.0,1,0,750.0,0
251,89,2,2.0,1,0,800.0,0
1424,89,0,2.0,1,0,500.0,0
332,89,0,2.0,0,0,800.0,0
1146,89,0,2.0,0,0,750.0,0
54,89,5,3.0,0,0,1000.0,0
1519,89,5,3.0,1,1,1950.0,0
410,89,5,2.0,0,0,600.0,0
686,89,5,3.0,0,0,1400.0,0
1205,51,2,4.0,0,0,2300.0,0
1519,51,5,4.0,1,1,2000.0,0
1276,89,1,4.0,0,0,4000.0,0
1366,89,2,2.0,0,0,800.0,0
1504,89,2,3.0,0,1,1600.0,0
1343,89,2,2.0,1,1,800.0,0
1741,51,5,3.0,1,1,1400.0,0
1080,89,5,3.0,0,1,1600.0,0
45,89,2,3.0,0,0,1500.0,0
205,89,5,1.0,0,0,400.0,0
1435,90,2,3.0,0,0,1800.0,0
8,89,1,4.0,0,1,2000.0,0
1413,89,5,2.0,1,0,800.0,0
1617,89,5,3.0,0,0,1300.0,0
1311,89,0,3.0,1,0,1300.0,0
1525,89,5,2.0,0,0,800.0,0
54,89,5,3.0,0,0,1000.0,0
1519,89,5,3.0,1,1,1950.0,0
410,89,5,2.0,0,0,600.0,0
686,89,5,3.0,0,0,1400.0,0
1205,51,2,4.0,0,0,2300.0,0
1519,51,5,4.0,1,1,2000.0,0
1276,89,1,4.0,0,0,4000.0,0
1366,89,2,2.0,0,0,800.0,0
1504,89,2,3.0,0,1,1600.0,0
1343,89,2,2.0,1,1,800.0,0
1741,51,5,3.0,1,1,1400.0,0
1080,89,5,3.0,0,1,1600.0,0
45,89,2,3.0,0,0,1500.0,0
205,89,5,1.0,0,0,400.0,0
1435,90,2,3.0,0,0,1800.0,0
8,89,1,4.0,0,1,2000.0,0
1413,89,5,2.0,1,0,800.0,0
1617,89,5,3.0,0,0,1300.0,0
1311,89,0,3.0,1,0,1300.0,0
1525,89,5,2.0,0,0,800.0,0
54,89,5,3.0,0,0,1000.0,0
1519,89,5,3.0,1,1,1950.0,0
410,89,5,2.0,0,0,600.0,0
686,89,5,3.0,0,0,1400.0,0
1205,51,2,4.0,0,0,2300.0,0
1519,51,5,4.0,1,1,2000.0,0
1276,89,1,4.0,0,0,4000.0,0
1366,89,2,2.0,0,0,800.0,0
1504,89,2,3.0,0,1,1600.0,0
1343,89,2,2.0,1,1,800.0,0
1741,51,5,3.0,1,1,1400.0,0
1080,89,5,3.0,0,1,1600.0,0
45,89,2,3.0,0,0,1500.0,0
205,89,5,1.0,0,0,400.0,0
1435,90,2,3.0,0,0,1800.0,0
8,89,1,4.0,0,1,2000.0,0
1413,89,5,2.0,1,0,800.0,0
1617,89,5,3.0,0,0,1300.0,0
1311,89,0,3.0,1,0,1300.0,0
1525,89,5,2.0,0,0,800.0,0
54,89,5,3.0,0,0,1000.0,0
1519,89,5,3.0,1,1,1950.0,0
410,89,5,2.0,0,0,600.0,0
686,89,5,3.0,0,0,1400.0,0
1205,51,2,4.0,0,0,2300.0,0
1519,51,5,4.0,1,1,2000.0,0
1276,89,1,4.0,0,0,4000.0,0
1366,89,2,2.0,0,0,800.0,0
1504,89,2,3.0,0,1,1600.0,0
1343,89,2,2.0,1,1,800.0,0
1741,51,5,3.0,1,1,1400.0,0
1080,89,5,3.0,0,1,1600.0,0
45,89,2,3.0,0,0,1500.0,0
205,89,5,1.0,0,0,400.0,0
1435,90,2,3.0,0,0,1800.0,0
8,89,1,4.0,0,1,2000.0,0
1413,89,5,2.0,1,0,800.0,0
1617,89,5,3.0,0,0,1300.0,0
1311,89,0,3.0,1,0,1300.0,0
1525,89,5,2.0,0,0,800.0,0
54,89,5,3.0,0,0,1000.0,0
1519,89,5,3.0,1,1,1950.0,0
410,89,5,2.0,0,0,600.0,0
686,89,5,3.0,0,0,1400.0,0
1205,51,2,4.0,0,0,2300.0,0
1519,51,5,4.0,1,1,2000.0,0
1276,89,1,4.0,0,0,4000.0,0
1366,89,2,2.0,0,0,800.0,0
1504,89,2,3.0,0,1,1600.0,0
1343,89,2,2.0,1,1,800.0,0
1741,51,5,3.0,1,1,1400.0,0
1080,89,5,3.0,0,1,1600.0,0
45,89,2,3.0,0,0,1500.0,0
205,89,5,1.0,0,0,400.0,0
1435,90,2,3.0,0,0,1800.0,0
8,89,1,4.0,0,1,2000.0,0
1413,89,5,2.0,1,0,800.0,0
1617,89,5,3.0,0,0,1300.0,0
1311,89,0,3.0,1,0,1300.0,0
1525,89,5,2.0,0,0,800.0,0
1307,89,2,2.0,0,0,600.0,0
1519,89,0,2.0,1,1,900.0,0
1334,89,0,2.0,1,0,800.0,0
1519,89,0,2.0,1,0,800.0,0
1631,89,0,2.0,0,0,700.0,0
1334,89,0,2.0,1,0,650.0,0
1378,89,0,2.0,1,0,900.0,0
498,89,0,1.0,0,0,400.0,0
1353,89,4,2.0,0,0,500.0,0
335,89,2,2.0,0,0,500.0,0
673,89,2,2.0,1,0,600.0,0
1816,89,0,1.0,0,0,400.0,0
1386,89,0,2.0,0,0,700.0,0
583,89,0,1.0,0,0,300.0,0
1789,89,2,3.0,1,0,1000.0,0
1816,89,0,2.0,1,0,700.0,0
1519,89,2,2.0,1,0,500.0,0
830,89,0,1.0,0,0,200.0,0
1266,89,0,1.0,0,0,100.0,0
498,89,0,2.0,0,0,500.0,0
1046,89,2,4.0,0,0,3500.0,0
775,89,2,3.0,0,0,1200.0,0
723,89,0,4.0,0,1,2200.0,0
498,89,0,2.0,0,0,800.0,0
568,89,0,2.0,0,0,700.0,0
178,89,0,1.0,0,0,300.0,0
371,89,2,4.0,0,0,2000.0,0
1559,89,0,1.0,0,0,450.0,0
897,89,0,4.0,0,0,2000.0,0
115,89,2,4.0,0,1,4000.0,0
488,89,0,1.0,1,0,400.0,0
187,89,0,3.0,0,0,1000.0,0
187,89,0,2.0,0,0,500.0,0
498,89,0,2.0,0,1,900.0,0
187,89,2,1.0,0,0,450.0,0
550,89,0,2.0,0,0,700.0,0
550,89,0,2.0,0,0,700.0,0
550,89,0,2.0,0,0,700.0,0
311,89,0,2.0,0,0,500.0,0
550,89,0,2.0,0,1,800.0,0
589,89,0,2.0,1,0,600.0,0
224,89,0,2.0,1,0,500.0,0
1239,89,3,1.0,0,0,150.0,0
1525,89,0,3.0,0,0,1000.0,0
1525,89,0,2.0,0,1,800.0,0
498,89,3,1.0,0,0,300.0,0
843,89,3,1.0,0,0,300.0,0
332,89,3,1.0,0,0,450.0,0
830,89,3,1.0,0,0,300.0,0
202,89,3,1.0,0,0,100.0,0
1525,89,3,3.0,0,1,1500.0,0
1311,89,3,1.0,0,0,400.0,0
1334,89,3,1.0,0,0,400.0,0
187,89,3,2.0,0,0,500.0,0
187,89,5,2.0,1,0,550.0,0
1819,89,2,3.0,0,0,1300.0,0
589,89,2,3.0,1,0,1000.0,0
498,89,2,3.0,1,1,1800.0,0
984,89,1,1.0,1,0,150.0,0
498,89,2,3.0,0,1,1800.0,0
54,89,5,3.0,0,0,1000.0,0
1519,89,5,3.0,1,1,1950.0,0
410,89,5,2.0,0,0,600.0,0
686,89,5,3.0,0,0,1400.0,0
1205,51,2,4.0,0,0,2300.0,0
1519,51,5,4.0,1,1,2000.0,0
1276,89,1,4.0,0,0,4000.0,0
1366,89,2,2.0,0,0,800.0,0
1504,89,2,3.0,0,1,1600.0,0
1343,89,2,2.0,1,1,800.0,0
1741,51,5,3.0,1,1,1400.0,0
1080,89,5,3.0,0,1,1600.0,0
45,89,2,3.0,0,0,1500.0,0
205,89,5,1.0,0,0,400.0,0
1435,90,2,3.0,0,0,1800.0,0
8,89,1,4.0,0,1,2000.0,0
1413,89,5,2.0,1,0,800.0,0
1617,89,5,3.0,0,0,1300.0,0
1311,89,0,3.0,1,0,1300.0,0
1525,89,5,2.0,0,0,800.0,0
759,89,2,1.0,1,0,300.0,0
534,89,0,3.0,0,1,1200.0,0
843,89,0,1.0,0,0,300.0,0
58,89,2,2.0,1,0,500.0,0
661,89,0,3.0,0,1,1600.0,0
1295,89,0,2.0,1,0,700.0,0
332,89,0,2.0,1,0,650.0,0
1631,89,0,2.0,0,0,700.0,0
1519,89,2,2.0,1,0,700.0,0
984,89,2,1.0,0,0,300.0,0
1525,89,0,2.0,1,0,500.0,0
1525,89,0,2.0,1,0,600.0,0
1378,89,0,2.0,0,0,600.0,0
1378,89,0,2.0,1,0,600.0,0
1311,89,0,2.0,1,0,500.0,0
187,89,2,1.0,1,0,300.0,0
1519,89,0,2.0,0,0,600.0,0
988,89,0,1.0,1,0,400.0,0
988,89,0,1.0,1,0,400.0,0
1519,89,0,2.0,0,0,600.0,0
54,89,5,3.0,0,0,1000.0,0
1519,89,5,3.0,1,1,1950.0,0
410,89,5,2.0,0,0,600.0,0
686,89,5,3.0,0,0,1400.0,0
1205,51,2,4.0,0,0,2300.0,0
1519,51,5,4.0,1,1,2000.0,0
1276,89,1,4.0,0,0,4000.0,0
1366,89,2,2.0,0,0,800.0,0
1504,89,2,3.0,0,1,1600.0,0
1343,89,2,2.0,1,1,800.0,0
1741,51,5,3.0,1,1,1400.0,0
1080,89,5,3.0,0,1,1600.0,0
45,89,2,3.0,0,0,1500.0,0
205,89,5,1.0,0,0,400.0,0
1435,90,2,3.0,0,0,1800.0,0
8,89,1,4.0,0,1,2000.0,0
1413,89,5,2.0,1,0,800.0,0
1617,89,5,3.0,0,0,1300.0,0
1311,89,0,3.0,1,0,1300.0,0
1525,89,5,2.0,0,0,800.0,0
54,89,5,3.0,0,0,1000.0,0
1519,89,5,3.0,1,1,1950.0,0
410,89,5,2.0,0,0,600.0,0
686,89,5,3.0,0,0,1400.0,0
1205,51,2,4.0,0,0,2300.0,0
1519,51,5,4.0,1,1,2000.0,0
1276,89,1,4.0,0,0,4000.0,0
1366,89,2,2.0,0,0,800.0,0
1504,89,2,3.0,0,1,1600.0,0
1343,89,2,2.0,1,1,800.0,0
1741,51,5,3.0,1,1,1400.0,0
1080,89,5,3.0,0,1,1600.0,0
45,89,2,3.0,0,0,1500.0,0
205,89,5,1.0,0,0,400.0,0
1435,90,2,3.0,0,0,1800.0,0
8,89,1,4.0,0,1,2000.0,0
1413,89,5,2.0,1,0,800.0,0
1617,89,5,3.0,0,0,1300.0,0
1311,89,0,3.0,1,0,1300.0,0
1525,89,5,2.0,0,0,800.0,0
1427,89,2,4.0,0,1,3000.0,0
498,89,2,3.0,0,0,1000.0,0
733,89,5,4.0,0,0,2200.0,0
1575,89,0,2.0,1,0,600.0,0
1311,89,5,3.0,1,1,1800.0,0
43,89,2,4.0,0,1,2000.0,0
1311,89,5,3.0,0,1,1600.0,0
627,89,5,4.0,0,1,2000.0,0
58,89,2,2.0,1,0,500.0,0
988,89,2,1.0,0,0,200.0,0
1279,89,2,1.0,0,0,450.0,0
1279,89,2,2.0,0,0,600.0,0
498,89,2,4.0,0,1,3200.0,0
1377,89,0,2.0,1,0,650.0,0
669,89,2,4.0,0,1,2200.0,0
202,89,0,2.0,0,0,800.0,0
1279,89,2,1.0,0,0,400.0,0
489,89,2,2.0,0,0,800.0,0
1055,89,0,4.0,0,1,3000.0,0
988,89,0,1.0,0,0,400.0,0
953,89,0,1.0,0,0,100.0,0
1,89,3,2.0,0,0,500.0,0
242,89,0,1.0,1,0,300.0,0
1239,89,0,1.0,0,0,100.0,0
1311,89,3,1.0,1,0,200.0,0
1656,89,0,1.0,0,0,400.0,0
880,89,3,2.0,1,0,600.0,0
1763,89,3,1.0,0,0,400.0,0
1513,89,3,1.0,0,0,400.0,0
1311,89,3,1.0,1,0,300.0,0
1631,89,3,1.0,0,0,100.0,0
1311,89,3,2.0,1,0,500.0,0
830,89,3,1.0,0,0,200.0,0
1774,89,3,1.0,0,0,150.0,0
1311,89,3,1.0,0,0,150.0,0
1282,89,3,2.0,0,0,500.0,0
1525,89,3,1.0,0,0,450.0,0
